signal_date,benchmark_tail_digit,zhuge_score,posture,element,names_changed,neutral_return_1d_pct,close_tail_return_1d_pct,return_delta_1d_pct,neutral_crash_rate_1d_pct,close_tail_crash_rate_1d_pct,neutral_return_5d_pct,close_tail_return_5d_pct,return_delta_5d_pct,neutral_crash_rate_5d_pct,close_tail_crash_rate_5d_pct
2026-04-24,2,7.6,aggressive,fire,0,0.9299350000000001,0.9299350000000001,0.0,0.0,0.0,7.742800000000001,7.742800000000001,0.0,0.0,0.0
2026-04-27,2,7.6,aggressive,fire,0,0.23398500000000003,0.2339850000000001,8.326672684688674e-17,0.0,0.0,11.461375,11.461375,0.0,0.0,0.0
2026-04-28,0,5.5,neutral,earth,0,1.26211,1.26211,0.0,0.0,0.0,7.385589999999999,7.385589999999999,0.0,0.0,0.0
2026-04-29,1,3.4,defensive,water,0,-0.7535749999999999,-0.7535749999999999,0.0,0.0,0.0,11.799865,11.799865,0.0,0.0,0.0
2026-04-30,4,4.2,conservative,metal,0,1.8419900000000002,1.8419900000000002,0.0,0.0,0.0,8.46588,8.46588,0.0,0.0,0.0
2026-05-07,2,7.6,aggressive,fire,0,1.37984,1.37984,0.0,0.0,0.0,7.774130000000001,7.774130000000001,0.0,0.0,0.0
2026-05-08,6,3.4,defensive,water,0,2.1351050000000003,2.1351050000000003,0.0,5.0,5.0,1.7058899999999997,1.7058899999999997,0.0,10.0,10.0
2026-05-11,6,3.4,defensive,water,0,0.3214499999999999,0.3214499999999999,0.0,0.0,0.0,1.3597949999999999,1.3597949999999999,0.0,0.0,0.0
2026-05-12,3,6.3,balanced,wood,0,6.86313,6.86313,0.0,0.0,0.0,3.8591600000000006,3.8591600000000006,0.0,0.0,0.0
2026-05-13,7,7.6,aggressive,fire,0,-3.797030000000001,-3.7970299999999995,1.3322676295501878e-15,30.0,30.0,-0.6647000000000002,-0.6647000000000001,1.1102230246251565e-16,20.0,20.0
2026-05-14,1,3.4,defensive,water,0,-2.4279100000000002,-2.42791,4.440892098500626e-16,15.0,15.0,-1.7491549999999996,-1.7491549999999996,0.0,10.0,10.0
2026-05-15,8,6.3,balanced,wood,0,2.561935,2.561935,0.0,0.0,0.0,7.43844,7.43844,0.0,0.0,0.0
2026-05-18,2,7.6,aggressive,fire,0,1.883285,1.883285,0.0,0.0,0.0,11.327385000000001,11.327385000000001,0.0,0.0,0.0
2026-05-19,9,4.2,conservative,metal,0,0.8742899999999999,0.8742899999999999,0.0,5.0,5.0,7.822065,7.822065,0.0,5.0,5.0
2026-05-20,1,3.4,defensive,water,0,-4.1483550000000005,-4.1483550000000005,0.0,55.00000000000001,55.00000000000001,6.743555000000001,6.743555000000001,0.0,5.0,5.0
2026-05-21,8,6.3,balanced,wood,0,4.208304999999999,4.208304999999999,0.0,0.0,0.0,11.37968,11.37968,0.0,0.0,0.0
2026-05-22,2,7.6,aggressive,fire,0,4.26518,4.26518,0.0,0.0,0.0,2.1707899999999998,2.1707899999999998,0.0,5.0,5.0
2026-05-25,7,7.6,aggressive,fire,0,0.8049499999999998,0.8049499999999998,0.0,10.0,10.0,-2.4515900000000004,-2.4515900000000004,0.0,20.0,20.0
2026-05-26,2,7.6,aggressive,fire,0,-1.127045,-1.127045,0.0,5.0,5.0,-1.39841,-1.39841,0.0,20.0,20.0
2026-05-27,2,7.6,aggressive,fire,0,3.5426449999999994,3.5426449999999994,0.0,0.0,0.0,3.8989350000000003,3.8989350000000003,0.0,0.0,0.0
2026-05-28,2,7.6,aggressive,fire,0,-3.4000400000000006,-3.4000400000000006,0.0,20.0,20.0,2.12294,2.12294,0.0,5.0,5.0
2026-05-29,3,6.3,balanced,wood,0,-4.9873,-4.9873,0.0,55.00000000000001,55.00000000000001,0.19002500000000025,0.19002500000000005,-1.942890293094024e-16,10.0,10.0
2026-06-01,8,6.3,balanced,wood,0,4.786485,4.786485,0.0,0.0,0.0,6.682655,6.682655,0.0,0.0,0.0
2026-06-03,5,5.5,neutral,earth,0,3.4679799999999994,3.4679799999999994,0.0,0.0,0.0,0.06362500000000001,0.06362500000000001,0.0,10.0,10.0
2026-06-04,6,3.4,defensive,water,0,-3.0346650000000004,-3.0346649999999995,8.881784197001252e-16,35.0,35.0,-2.7170650000000003,-2.7170650000000003,0.0,20.0,20.0
2026-06-05,3,6.3,balanced,wood,0,3.5011799999999993,3.5011799999999993,0.0,5.0,5.0,5.083270000000001,5.083270000000001,0.0,10.0,10.0
2026-06-10,4,4.2,conservative,metal,0,0.9300050000000002,0.9300050000000002,0.0,0.0,0.0,19.778174999999997,19.778174999999997,0.0,0.0,0.0
2026-06-11,1,3.4,defensive,water,0,-3.77147,-3.77147,0.0,40.0,40.0,16.637415,16.637415,0.0,0.0,0.0
2026-06-12,8,6.3,balanced,wood,0,5.342725,5.342725,0.0,0.0,0.0,22.16088,22.16088,0.0,0.0,0.0
2026-06-16,0,5.5,neutral,earth,0,6.257714999999999,6.257714999999999,0.0,0.0,0.0,11.079939999999999,11.079939999999999,0.0,0.0,0.0
2026-06-17,8,6.3,balanced,wood,0,5.156844999999999,5.156844999999999,0.0,0.0,0.0,11.039905,11.039905,0.0,0.0,0.0
2026-06-18,4,4.2,conservative,metal,0,1.107245,1.107245,0.0,5.0,5.0,5.997925,5.997925,0.0,5.0,5.0
2026-06-22,1,3.4,defensive,water,0,-2.47881,-2.47881,0.0,15.0,15.0,,,,,
2026-06-23,2,7.6,aggressive,fire,0,4.249125,4.249125,0.0,0.0,0.0,,,,,
2026-06-24,7,7.6,aggressive,fire,0,4.022920000000001,4.022920000000001,0.0,0.0,0.0,,,,,
2026-06-25,8,6.3,balanced,wood,0,-1.515905,-1.515905,0.0,20.0,20.0,,,,,
2026-06-26,7,7.6,aggressive,fire,0,,,,,,,,,,
