horizon_days,signal_days,neutral_mean_return_pct,close_tail_mean_return_pct,return_delta_bp,delta_ci_low_bp,delta_ci_high_bp,crash_rate_delta_pct_points,mean_names_changed,days_with_any_change_pct
1,157,0.3984160191082802,0.40016302547770694,0.17470063694267726,-0.3438121019108262,0.8442103503184756,0.03184713375796178,0.04430379746835443,4.430379746835443
5,153,2.497517777777778,2.493042908496732,-0.44748692810457735,-1.8206004084967327,0.5069179738562046,0.0,0.04430379746835443,4.430379746835443
