horizon_days,observations,signal_days,mean_return_pct,win_rate_pct,crash_threshold_pct,crash_rate_pct
1,5920,296,0.3171043581081081,48.429054054054056,-5.0,5.641891891891892
5,5840,292,1.4953117636986304,49.965753424657535,-10.0,6.438356164383562
