role_key,role,direct_weight_pct,mean_unique_scores_per_day,constant_day_pct,mean_within_day_std,score_at_or_above_9_9_pct,direct_weighted_dispersion,direct_ranking_influence_share_pct
market_regime,Market Regime Judge,9.0,1.0,100.0,0.0,0.0,0.0,0.0
trend,Trend Follower,18.0,1.973063973063973,29.629629629629626,0.11063021471516729,89.77837474815313,0.019913438648730113,1.9164923274852534
livermore,Livermore Breakout Trader,17.0,6.818181818181818,0.0,1.2751584707045247,0.44325050369375424,0.21677694001976927,20.86286299679901
volume_price,Volume-Price Analyst,14.000000000000002,8.47138047138047,0.0,1.244604543542392,0.0,0.1742446360959349,16.769504959637626
candlestick,Candlestick Pattern Analyst,8.0,8.06060606060606,0.0,0.9249146209197507,0.0,0.07399316967358008,7.121188081435339
overheat,Overheat Auditor,11.0,12.377104377104377,0.0,2.172067840113424,0.0,0.23892746241247664,22.994654846727506
risk,Risk Manager,18.0,9.077441077441078,0.0,1.414294184165196,0.0,0.2545729531497352,24.500394939466826
zhuge_orion,Zhuge Orion,0.0,1.0,100.0,0.0,0.0,0.0,0.0
chair,Final Portfolio Chair,5.0,18.646464646464647,0.0,1.212558571866589,0.01343183344526528,0.06062792859332946,5.834901848448428
